review,bigram,n,tf,idf,tf_idf
176,of the,1,0.003690036900369,0.478035800943,0.00176396974517712
227,of the,4,0.0036101083032491,0.478035800943,0.00172576101423466
1,of the,4,0.00341296928327645,0.478035800943,0.00163152150492491
947,of the,3,0.00338983050847458,0.478035800943,0.00162046034217966
899,of the,1,0.00316455696202532,0.478035800943,0.00151277152197152
67,of the,1,0.00304878048780488,0.478035800943,0.00145742622238719
868,of the,2,0.00301204819277108,0.478035800943,0.00143986687031024
367,of the,7,0.0029940119760479,0.478035800943,0.00143124491300299
90,of the,1,0.0029940119760479,0.478035800943,0.00143124491300299
742,of the,2,0.00298507462686567,0.478035800943,0.00142697254012836
520,of the,5,0.00273972602739726,0.478035800943,0.00130968712587123
315,of the,2,0.00266666666666667,0.478035800943,0.001274762135848
817,of the,3,0.00253164556962025,0.478035800943,0.00121021721757721
51,of the,1,0.00252525252525253,0.478035800943,0.00120716111349242
219,of the,7,0.00249376558603491,0.478035800943,0.00119210922928429
940,of the,2,0.00245700245700246,0.478035800943,0.00117453513745209
199,of the,4,0.00214592274678112,0.478035800943,0.00102582789901931
588,of the,4,0.00152439024390244,0.478035800943,0.000728713111193597
323,of the,4,0.00147492625368732,0.478035800943,0.000705067553013274
364,of the,4,0.00135869565217391,0.478035800943,0.000649505164324728
694,of the,11,0.0012853470437018,0.478035800943,0.000614441903525707
778,in the,1,0.0153846153846154,0.579818495252942,0.00892028454235296
461,in the,1,0.0144927536231884,0.579818495252942,0.00840316659786873
507,in the,1,0.0125,0.579818495252942,0.00724773119066178
795,in the,1,0.0099009900990099,0.579818495252942,0.0057407771807222
900,in the,1,0.00934579439252336,0.579818495252942,0.00541886444161628
509,in the,1,0.0087719298245614,0.579818495252942,0.0050861271513416
552,in the,2,0.00869565217391304,0.579818495252942,0.00504189995872124
460,in the,1,0.00854700854700855,0.579818495252942,0.00495571363464053
286,in the,1,0.00826446280991736,0.579818495252942,0.00479188839052018
645,in the,2,0.008,0.579818495252942,0.00463854796202354
19,in the,1,0.008,0.579818495252942,0.00463854796202354
251,in the,1,0.0078125,0.579818495252942,0.00452983199416361
594,in the,1,0.0078125,0.579818495252942,0.00452983199416361
956,in the,1,0.0075187969924812,0.579818495252942,0.0043595375582928
233,in the,1,0.00746268656716418,0.579818495252942,0.00432700369591748
79,in the,1,0.0072992700729927,0.579818495252942,0.00423225179016746
732,in the,2,0.0072463768115942,0.579818495252942,0.00420158329893436
429,in the,2,0.00680272108843537,0.579818495252942,0.00394434350512206
889,in the,2,0.00666666666666667,0.579818495252942,0.00386545663501961
283,in the,1,0.00632911392405063,0.579818495252942,0.00366973731172748
338,in the,1,0.00613496932515337,0.579818495252942,0.00355716868253339
547,in the,1,0.00609756097560976,0.579818495252942,0.00353547862959111
812,in the,1,0.00555555555555556,0.579818495252942,0.00322121386251635
762,in the,2,0.00540540540540541,0.579818495252942,0.00313415402839428
129,in the,2,0.00531914893617021,0.579818495252942,0.0030841409321965
705,in the,1,0.00510204081632653,0.579818495252942,0.00295825762884154
381,in the,1,0.00492610837438424,0.579818495252942,0.00285624874508839
846,in the,1,0.00458715596330275,0.579818495252942,0.00265971786813276
682,in the,4,0.00442477876106195,0.579818495252942,0.00256556856306612
990,in the,1,0.0043859649122807,0.579818495252942,0.0025430635756708
96,in the,4,0.0040650406504065,0.579818495252942,0.00235698575306074
618,in the,1,0.00396825396825397,0.579818495252942,0.00230086704465453
40,in the,1,0.00392156862745098,0.579818495252942,0.00227379802059977
603,in the,2,0.00377358490566038,0.579818495252942,0.00218799432170922
72,in the,2,0.00373134328358209,0.579818495252942,0.00216350184795874
186,in the,1,0.0037037037037037,0.579818495252942,0.00214747590834423
1,in the,1,0.00341296928327645,0.579818495252942,0.00197890271417386
947,in the,3,0.00338983050847458,0.579818495252942,0.00196548642458624
899,in the,1,0.00316455696202532,0.579818495252942,0.00183486865586374
67,in the,2,0.00304878048780488,0.579818495252942,0.00176773931479556
868,in the,1,0.00301204819277108,0.579818495252942,0.00174644125076187
90,in the,3,0.0029940119760479,0.579818495252942,0.00173598351872138
367,in the,1,0.0029940119760479,0.579818495252942,0.00173598351872138
742,in the,3,0.00298507462686567,0.579818495252942,0.00173080147836699
520,in the,2,0.00273972602739726,0.579818495252942,0.0015885438226108
315,in the,1,0.00266666666666667,0.579818495252942,0.00154618265400785
817,in the,3,0.00253164556962025,0.579818495252942,0.00146789492469099
51,in the,1,0.00252525252525253,0.579818495252942,0.00146418811932561
219,in the,3,0.00249376558603491,0.579818495252942,0.00144593140960833
940,in the,5,0.00245700245700246,0.579818495252942,0.00142461546745195
199,in the,3,0.00214592274678112,0.579818495252942,0.00124424569796769
588,in the,3,0.00152439024390244,0.579818495252942,0.000883869657397778
323,in the,3,0.00147492625368732,0.579818495252942,0.000855189521022039
364,in the,7,0.00135869565217391,0.579818495252942,0.000787796868550193
694,in the,3,0.0012853470437018,0.579818495252942,0.000745267988756995
321,in the,4,0.00114942528735632,0.579818495252942,0.000666458040520623
781,this movie,2,0.0204081632653061,0.82098055206983,0.0167547051442823
492,this movie,1,0.0163934426229508,0.82098055206983,0.0134586975749153
461,this movie,1,0.0144927536231884,0.82098055206983,0.0118982688705773
946,this movie,2,0.0102040816326531,0.82098055206983,0.00837735257214113
282,this movie,1,0.0102040816326531,0.82098055206983,0.00837735257214113
795,this movie,2,0.0099009900990099,0.82098055206983,0.00812852031752307
614,this movie,1,0.0087719298245614,0.82098055206983,0.00720158379008623
41,this movie,2,0.00869565217391304,0.82098055206983,0.00713896132234635
460,this movie,2,0.00854700854700855,0.82098055206983,0.00701692779546864
182,this movie,2,0.00840336134453781,0.82098055206983,0.00689899623588093
581,this movie,2,0.00840336134453781,0.82098055206983,0.00689899623588093
286,this movie,3,0.00826446280991736,0.82098055206983,0.00678496324024653
393,this movie,1,0.0078740157480315,0.82098055206983,0.00646441379582544
594,this movie,1,0.0078125,0.82098055206983,0.00641391056304555
233,this movie,1,0.00746268656716418,0.82098055206983,0.00612672053783455
970,this movie,2,0.0072992700729927,0.82098055206983,0.00599255877423234
963,this movie,3,0.00689655172413793,0.82098055206983,0.0056619348418609
220,this movie,4,0.00680272108843537,0.82098055206983,0.00558490171476075
429,this movie,2,0.00680272108843537,0.82098055206983,0.00558490171476075
81,this movie,1,0.00671140939597315,0.82098055206983,0.00550993659107269
889,this movie,2,0.00666666666666667,0.82098055206983,0.00547320368046554
338,this movie,3,0.00613496932515337,0.82098055206983,0.00503669050349589
407,this movie,3,0.00609756097560976,0.82098055206983,0.00500597897603555
547,this movie,3,0.00609756097560976,0.82098055206983,0.00500597897603555
812,this movie,1,0.00555555555555556,0.82098055206983,0.00456100306705461
129,this movie,4,0.00531914893617021,0.82098055206983,0.00436691783015867
112,this movie,1,0.00529100529100529,0.82098055206983,0.00434381244481392
671,this movie,1,0.00520833333333333,0.82098055206983,0.0042759403753637
496,this movie,1,0.00515463917525773,0.82098055206983,0.00423185851582387
705,this movie,1,0.00510204081632653,0.82098055206983,0.00418867628607056
682,this movie,2,0.00442477876106195,0.82098055206983,0.0036326573100435
990,this movie,8,0.0043859649122807,0.82098055206983,0.00360079189504312
96,this movie,1,0.0040650406504065,0.82098055206983,0.00333731931735703
804,this movie,1,0.00396825396825397,0.82098055206983,0.00325785933361044
40,this movie,1,0.00392156862745098,0.82098055206983,0.00321953157674443
186,this movie,1,0.0037037037037037,0.82098055206983,0.00304066871136974
176,this movie,2,0.003690036900369,0.82098055206983,0.00302944853162299
899,this movie,1,0.00316455696202532,0.82098055206983,0.00259803972173997
520,this movie,3,0.00273972602739726,0.82098055206983,0.00224926178649269
817,this movie,1,0.00253164556962025,0.82098055206983,0.00207843177739198
219,this movie,1,0.00249376558603491,0.82098055206983,0.00204733304755569
940,this movie,1,0.00245700245700246,0.82098055206983,0.00201715123358681
364,this movie,3,0.00135869565217391,0.82098055206983,0.00111546270661662
321,this movie,1,0.00114942528735632,0.82098055206983,0.000943655806976816
185,to be,1,0.0151515151515152,0.916290731874155,0.0138831929071842
988,to be,2,0.0119047619047619,0.916290731874155,0.0109082229985018
946,to be,1,0.0102040816326531,0.916290731874155,0.0093499054272873
900,to be,2,0.00934579439252336,0.916290731874155,0.00856346478387061
903,to be,1,0.00925925925925926,0.916290731874155,0.00848417344327921
614,to be,2,0.0087719298245614,0.916290731874155,0.0080376379988961
552,to be,2,0.00869565217391304,0.916290731874155,0.00796774549455787
599,to be,1,0.00869565217391304,0.916290731874155,0.00796774549455787
581,to be,1,0.00840336134453781,0.916290731874155,0.00769992211658954
645,to be,1,0.008,0.916290731874155,0.00733032585499324
594,to be,1,0.0078125,0.916290731874155,0.00715852134276684
410,to be,1,0.00763358778625954,0.916290731874155,0.00699458573949737
28,to be,2,0.00719424460431655,0.916290731874155,0.0065920196537709
757,to be,1,0.00719424460431655,0.916290731874155,0.0065920196537709
668,to be,1,0.00714285714285714,0.916290731874155,0.00654493379910111
429,to be,1,0.00680272108843537,0.916290731874155,0.0062332702848582
547,to be,1,0.00609756097560976,0.916290731874155,0.00558713860898875
771,to be,1,0.00555555555555556,0.916290731874155,0.00509050406596753
129,to be,2,0.00531914893617021,0.916290731874155,0.00487388687167104
112,to be,1,0.00529100529100529,0.916290731874155,0.00484809911044526
671,to be,1,0.00520833333333333,0.916290731874155,0.00477234756184456
705,to be,1,0.00510204081632653,0.916290731874155,0.00467495271364365
846,to be,2,0.00458715596330275,0.916290731874155,0.00420316849483557
682,to be,2,0.00442477876106195,0.916290731874155,0.00405438376935467
990,to be,1,0.0043859649122807,0.916290731874155,0.00401881899944805
804,to be,1,0.00396825396825397,0.916290731874155,0.00363607433283395
263,to be,1,0.00392156862745098,0.916290731874155,0.00359329698774178
603,to be,3,0.00377358490566038,0.916290731874155,0.00345770087499681
72,to be,1,0.00373134328358209,0.916290731874155,0.00341899526818715
186,to be,1,0.0037037037037037,0.916290731874155,0.00339366937731169
176,to be,2,0.003690036900369,0.916290731874155,0.00338114661208175
227,to be,1,0.0036101083032491,0.916290731874155,0.00330790877932908
899,to be,2,0.00316455696202532,0.916290731874155,0.00289965421479163
67,to be,1,0.00304878048780488,0.916290731874155,0.00279356930449438
868,to be,2,0.00301204819277108,0.916290731874155,0.00275991184299444
367,to be,1,0.0029940119760479,0.916290731874155,0.00274338542477292
588,to be,2,0.00152439024390244,0.916290731874155,0.00139678465224719
323,to be,1,0.00147492625368732,0.916290731874155,0.00135146125645156
694,to be,1,0.0012853470437018,0.916290731874155,0.0011777515833858
321,to be,1,0.00114942528735632,0.916290731874155,0.00105320773778639
492,and the,1,0.0163934426229508,0.967584026261706,0.015862033217405
778,and the,1,0.0153846153846154,0.967584026261706,0.0148859080963339
756,and the,1,0.0131578947368421,0.967584026261706,0.0127313687666014
114,and the,1,0.0121951219512195,0.967584026261706,0.0117998051983135
206,and the,1,0.010752688172043,0.967584026261706,0.010404129314642
946,and the,1,0.0102040816326531,0.967584026261706,0.00987330639042557
795,and the,1,0.0099009900990099,0.967584026261706,0.00958003986397728
903,and the,1,0.00925925925925926,0.967584026261706,0.00895911135427505
552,and the,1,0.00869565217391304,0.967584026261706,0.00841377414140614
182,and the,1,0.00840336134453781,0.967584026261706,0.00813095820387988
581,and the,1,0.00840336134453781,0.967584026261706,0.00813095820387988
286,and the,1,0.00826446280991736,0.967584026261706,0.00799656220050996
19,and the,1,0.008,0.967584026261706,0.00774067221009365
251,and the,1,0.0078125,0.967584026261706,0.00755925020516958
963,and the,1,0.00689655172413793,0.967584026261706,0.00667299328456349
429,and the,1,0.00680272108843537,0.967584026261706,0.00658220426028371
81,and the,1,0.00671140939597315,0.967584026261706,0.00649385252524635
771,and the,2,0.00555555555555556,0.967584026261706,0.00537546681256503
812,and the,1,0.00555555555555556,0.967584026261706,0.00537546681256503
964,and the,1,0.00543478260869565,0.967584026261706,0.00525860883837883
362,and the,1,0.00523560209424084,0.967584026261706,0.00506588495424977
496,and the,1,0.00515463917525773,0.967584026261706,0.00498754652712219
990,and the,1,0.0043859649122807,0.967584026261706,0.00424378958886713
96,and the,1,0.0040650406504065,0.967584026261706,0.00393326839943783
804,and the,2,0.00396825396825397,0.967584026261706,0.00383961915183217
40,and the,1,0.00392156862745098,0.967584026261706,0.00379444716181061
947,and the,2,0.00338983050847458,0.967584026261706,0.0032799458517346
67,and the,3,0.00304878048780488,0.967584026261706,0.00294995129957837
868,and the,1,0.00301204819277108,0.967584026261706,0.00291440971765574
90,and the,1,0.0029940119760479,0.967584026261706,0.0028969581624602
742,and the,1,0.00298507462686567,0.967584026261706,0.00288831052615435
520,and the,3,0.00273972602739726,0.967584026261706,0.00265091514044303
315,and the,1,0.00266666666666667,0.967584026261706,0.00258022407003122
51,and the,2,0.00252525252525253,0.967584026261706,0.00244339400571138
219,and the,1,0.00249376558603491,0.967584026261706,0.00241292774628854
588,and the,1,0.00152439024390244,0.967584026261706,0.00147497564978919
323,and the,2,0.00147492625368732,0.967584026261706,0.00142711508298187
321,and the,4,0.00114942528735632,0.967584026261706,0.00111216554742725
778,if you,1,0.0153846153846154,1.10866262452161,0.0170563480695632
509,if you,1,0.0087719298245614,1.10866262452161,0.00972511074141764
41,if you,1,0.00869565217391304,1.10866262452161,0.00964054456105749
599,if you,1,0.00869565217391304,1.10866262452161,0.00964054456105749
460,if you,2,0.00854700854700855,1.10866262452161,0.00947574892753514
581,if you,1,0.00840336134453781,1.10866262452161,0.00931649264303875
393,if you,1,0.0078740157480315,1.10866262452161,0.00872962696473709
594,if you,1,0.0078125,1.10866262452161,0.00866142675407509
956,if you,2,0.0075187969924812,1.10866262452161,0.00833580920692941
698,if you,2,0.00735294117647059,1.10866262452161,0.00815193106265891
668,if you,1,0.00714285714285714,1.10866262452161,0.00791901874658294
610,if you,1,0.00699300699300699,1.10866262452161,0.00775288548616511
220,if you,1,0.00680272108843537,1.10866262452161,0.00754192261579327
338,if you,1,0.00613496932515337,1.10866262452161,0.00680161119338412
407,if you,3,0.00609756097560976,1.10866262452161,0.00676013795440007
771,if you,1,0.00555555555555556,1.10866262452161,0.00615923680289784
129,if you,2,0.00531914893617021,1.10866262452161,0.0058971416197958
496,if you,2,0.00515463917525773,1.10866262452161,0.00571475579650315
381,if you,2,0.00492610837438424,1.10866262452161,0.00546139223902271
618,if you,1,0.00396825396825397,1.10866262452161,0.00439945485921274
804,if you,1,0.00396825396825397,1.10866262452161,0.00439945485921274
263,if you,1,0.00392156862745098,1.10866262452161,0.00434769656675142
603,if you,1,0.00377358490566038,1.10866262452161,0.00418363254536457
72,if you,1,0.00373134328358209,1.10866262452161,0.00413680083776721
186,if you,1,0.0037037037037037,1.10866262452161,0.00410615786859856
1,if you,1,0.00341296928327645,1.10866262452161,0.00378383148300891
947,if you,1,0.00338983050847458,1.10866262452161,0.00375817838820885
899,if you,1,0.00316455696202532,1.10866262452161,0.00350842602696712
742,if you,2,0.00298507462686567,1.10866262452161,0.00330944067021376
199,if you,1,0.00214592274678112,1.10866262452161,0.00237910434446698
588,if you,1,0.00152439024390244,1.10866262452161,0.00169003448860002
323,if you,4,0.00147492625368732,1.10866262452161,0.00163519561138881
694,if you,1,0.0012853470437018,1.10866262452161,0.00142501622689153
781,is a,1,0.0204081632653061,1.23787435600162,0.0252627419592167
492,one of,1,0.0163934426229508,1.23787435600162,0.0202930222295347
469,to the,1,0.0153846153846154,1.23787435600162,0.0190442208615633
185,to the,1,0.0151515151515152,1.23787435600162,0.0187556720606306
63,one of,1,0.0144927536231884,1.23787435600162,0.0179402080579945
756,to the,1,0.0131578947368421,1.23787435600162,0.0162878204737055
114,is a,1,0.0121951219512195,1.23787435600162,0.015096028731727
988,is a,1,0.0119047619047619,1.23787435600162,0.0147365994762097
946,one of,1,0.0102040816326531,1.23787435600162,0.0126313709796083
903,is a,1,0.00925925925925926,1.23787435600162,0.0114617995926076
903,one of,1,0.00925925925925926,1.23787435600162,0.0114617995926076
614,is a,1,0.0087719298245614,1.23787435600162,0.0108585469824703
552,is a,1,0.00869565217391304,1.23787435600162,0.0107641248347967
599,one of,1,0.00869565217391304,1.23787435600162,0.0107641248347967
182,one of,1,0.00840336134453781,1.23787435600162,0.0104023055126186
286,one of,1,0.00826446280991736,1.23787435600162,0.0102303665785258
19,is a,1,0.008,1.23787435600162,0.00990299484801294
19,one of,1,0.008,1.23787435600162,0.00990299484801294
645,to the,1,0.008,1.23787435600162,0.00990299484801294
251,to the,1,0.0078125,1.23787435600162,0.00967089340626263
674,to the,2,0.00763358778625954,1.23787435600162,0.00944942256489784
116,is a,1,0.00763358778625954,1.23787435600162,0.00944942256489784
116,one of,1,0.00763358778625954,1.23787435600162,0.00944942256489784
410,one of,1,0.00763358778625954,1.23787435600162,0.00944942256489784
956,is a,1,0.0075187969924812,1.23787435600162,0.00930732598497457
233,is a,1,0.00746268656716418,1.23787435600162,0.00923786832837028
233,one of,1,0.00746268656716418,1.23787435600162,0.00923786832837028
698,is a,2,0.00735294117647059,1.23787435600162,0.0091020173235413
698,to the,1,0.00735294117647059,1.23787435600162,0.0091020173235413
79,is a,1,0.0072992700729927,1.23787435600162,0.00903557924088772
732,is a,1,0.0072463768115942,1.23787435600162,0.00897010402899723
732,one of,1,0.0072463768115942,1.23787435600162,0.00897010402899723
28,is a,1,0.00719424460431655,1.23787435600162,0.00890557090648646
757,is a,1,0.00719424460431655,1.23787435600162,0.00890557090648646
610,one of,1,0.00699300699300699,1.23787435600162,0.00865646402798334
220,is a,1,0.00680272108843537,1.23787435600162,0.00842091398640556
81,is a,3,0.00671140939597315,1.23787435600162,0.00830788158390347
283,one of,1,0.00632911392405063,1.23787435600162,0.00783464782279505
407,to the,1,0.00609756097560976,1.23787435600162,0.00754801436586352
812,one of,1,0.00555555555555556,1.23787435600162,0.00687707975556454
964,is a,1,0.00543478260869565,1.23787435600162,0.00672757802174792
762,to the,1,0.00540540540540541,1.23787435600162,0.00669121273514388
129,is a,1,0.00531914893617021,1.23787435600162,0.00658443806383839
129,one of,1,0.00531914893617021,1.23787435600162,0.00658443806383839
112,one of,1,0.00529100529100529,1.23787435600162,0.00654959976720432
112,to the,1,0.00529100529100529,1.23787435600162,0.00654959976720432
362,to the,1,0.00523560209424084,1.23787435600162,0.0064810175706891
496,to the,1,0.00515463917525773,1.23787435600162,0.00638079564949287
705,is a,2,0.00510204081632653,1.23787435600162,0.00631568548980417
705,to the,1,0.00510204081632653,1.23787435600162,0.00631568548980417
682,one of,1,0.00442477876106195,1.23787435600162,0.00547732015929919
618,to the,1,0.00396825396825397,1.23787435600162,0.00491219982540324
603,is a,1,0.00377358490566038,1.23787435600162,0.00467122398491176
186,is a,1,0.0037037037037037,1.23787435600162,0.00458471983704303
186,one of,1,0.0037037037037037,1.23787435600162,0.00458471983704303
227,to the,3,0.0036101083032491,1.23787435600162,0.00446886049098057
227,one of,2,0.0036101083032491,1.23787435600162,0.00446886049098057
1,to the,3,0.00341296928327645,1.23787435600162,0.00422482715358914
1,one of,1,0.00341296928327645,1.23787435600162,0.00422482715358914
947,is a,3,0.00338983050847458,1.23787435600162,0.0041961842576326
899,one of,1,0.00316455696202532,1.23787435600162,0.00391732391139752
67,to the,1,0.00304878048780488,1.23787435600162,0.00377400718293176
868,to the,5,0.00301204819277108,1.23787435600162,0.00372853721687234
868,is a,3,0.00301204819277108,1.23787435600162,0.00372853721687234
367,one of,1,0.0029940119760479,1.23787435600162,0.00370621064671143
367,to the,1,0.0029940119760479,1.23787435600162,0.00370621064671143
520,to the,3,0.00273972602739726,1.23787435600162,0.00339143659178525
315,is a,2,0.00266666666666667,1.23787435600162,0.00330099828267098
315,one of,1,0.00266666666666667,1.23787435600162,0.00330099828267098
315,to the,1,0.00266666666666667,1.23787435600162,0.00330099828267098
817,is a,1,0.00253164556962025,1.23787435600162,0.00313385912911802
51,to the,4,0.00252525252525253,1.23787435600162,0.00312594534343843
51,one of,2,0.00252525252525253,1.23787435600162,0.00312594534343843
51,is a,1,0.00252525252525253,1.23787435600162,0.00312594534343843
219,to the,4,0.00249376558603491,1.23787435600162,0.00308696846883196
940,is a,1,0.00245700245700246,1.23787435600162,0.00304146033415631
940,to the,1,0.00245700245700246,1.23787435600162,0.00304146033415631
199,one of,1,0.00214592274678112,1.23787435600162,0.0026563827382009
199,to the,1,0.00214592274678112,1.23787435600162,0.0026563827382009
588,to the,4,0.00152439024390244,1.23787435600162,0.00188700359146588
588,one of,2,0.00152439024390244,1.23787435600162,0.00188700359146588
323,to the,1,0.00147492625368732,1.23787435600162,0.00182577338643306
364,is a,5,0.00135869565217391,1.23787435600162,0.00168189450543698
364,to the,2,0.00135869565217391,1.23787435600162,0.00168189450543698
364,one of,1,0.00135869565217391,1.23787435600162,0.00168189450543698
694,one of,2,0.0012853470437018,1.23787435600162,0.00159109814396095
694,to the,2,0.0012853470437018,1.23787435600162,0.00159109814396095
416,the movie,2,0.0204081632653061,1.27296567581289,0.0259788913431202
63,the movie,1,0.0144927536231884,1.27296567581289,0.0184487779103317
795,this film,3,0.0099009900990099,1.27296567581289,0.0126036205526028
795,the movie,1,0.0099009900990099,1.27296567581289,0.0126036205526028
900,the movie,1,0.00934579439252336,1.27296567581289,0.0118968754748868
552,the movie,4,0.00869565217391304,1.27296567581289,0.011069266746199
41,the movie,1,0.00869565217391304,1.27296567581289,0.011069266746199
460,the movie,1,0.00854700854700855,1.27296567581289,0.0108800485112213
182,this film,3,0.00840336134453781,1.27296567581289,0.0106971905530495
581,the movie,2,0.00840336134453781,1.27296567581289,0.0106971905530495
182,the movie,1,0.00840336134453781,1.27296567581289,0.0106971905530495
581,this film,1,0.00840336134453781,1.27296567581289,0.0106971905530495
19,this film,2,0.008,1.27296567581289,0.0101837254065031
393,this film,1,0.0078740157480315,1.27296567581289,0.0100233517780542
674,this film,2,0.00763358778625954,1.27296567581289,0.00971729523521288
674,the movie,1,0.00763358778625954,1.27296567581289,0.00971729523521288
233,this film,1,0.00746268656716418,1.27296567581289,0.00949974384934991
970,the movie,1,0.0072992700729927,1.27296567581289,0.00929172026140794
28,this film,1,0.00719424460431655,1.27296567581289,0.00915802644469703
757,this film,1,0.00719424460431655,1.27296567581289,0.00915802644469703
963,this film,1,0.00689655172413793,1.27296567581289,0.00877907362629578
429,the movie,2,0.00680272108843537,1.27296567581289,0.00865963044770672
220,this film,1,0.00680272108843537,1.27296567581289,0.00865963044770672
429,this film,1,0.00680272108843537,1.27296567581289,0.00865963044770672
81,the movie,1,0.00671140939597315,1.27296567581289,0.00854339379740193
283,this film,2,0.00632911392405063,1.27296567581289,0.00805674478362587
338,the movie,1,0.00613496932515337,1.27296567581289,0.0078096053730852
547,the movie,2,0.00609756097560976,1.27296567581289,0.00776198582812736
129,the movie,3,0.00531914893617021,1.27296567581289,0.00677109402028132
362,this film,1,0.00523560209424084,1.27296567581289,0.00666474175818266
671,the movie,2,0.00520833333333333,1.27296567581289,0.00663002956152546
705,the movie,1,0.00510204081632653,1.27296567581289,0.00649472283578004
990,the movie,1,0.0043859649122807,1.27296567581289,0.00558318278865302
618,the movie,1,0.00396825396825397,1.27296567581289,0.00505145109449559
40,the movie,2,0.00392156862745098,1.27296567581289,0.00499202225808975
263,this film,1,0.00392156862745098,1.27296567581289,0.00499202225808975
72,this film,1,0.00373134328358209,1.27296567581289,0.00474987192467495
186,the movie,1,0.0037037037037037,1.27296567581289,0.00471468768819588
186,this film,1,0.0037037037037037,1.27296567581289,0.00471468768819588
176,the movie,1,0.003690036900369,1.27296567581289,0.00469729031665272
227,this film,2,0.0036101083032491,1.27296567581289,0.0045955439560032
899,the movie,2,0.00316455696202532,1.27296567581289,0.00402837239181294
67,this film,2,0.00304878048780488,1.27296567581289,0.00388099291406368
868,this film,3,0.00301204819277108,1.27296567581289,0.00383423396329183
520,the movie,1,0.00273972602739726,1.27296567581289,0.00348757719400791
315,this film,1,0.00266666666666667,1.27296567581289,0.00339457513550103
817,the movie,2,0.00253164556962025,1.27296567581289,0.00322269791345035
51,this film,1,0.00252525252525253,1.27296567581289,0.00321455978740628
219,this film,1,0.00249376558603491,1.27296567581289,0.00317447799454585
940,the movie,1,0.00245700245700246,1.27296567581289,0.00312767979315206
199,this film,1,0.00214592274678112,1.27296567581289,0.00273168599959847
588,this film,2,0.00152439024390244,1.27296567581289,0.00194049645703184
323,this film,2,0.00147492625368732,1.27296567581289,0.00187753049529924
364,the movie,2,0.00135869565217391,1.27296567581289,0.0017295729290936
364,this film,2,0.00135869565217391,1.27296567581289,0.0017295729290936
694,this film,6,0.0012853470437018,1.27296567581289,0.00163620266813996
586,in a,1,0.00847457627118644,1.30933331998376,0.0110960450846082
286,in a,1,0.00826446280991736,1.30933331998376,0.0108209365287914
19,in a,1,0.008,1.30933331998376,0.0104746665598701
645,in a,1,0.008,1.30933331998376,0.0104746665598701
732,in a,1,0.0072463768115942,1.30933331998376,0.00948792260857799
668,in a,1,0.00714285714285714,1.30933331998376,0.00935238085702687
610,in a,2,0.00699300699300699,1.30933331998376,0.00915617706282351
762,in a,1,0.00540540540540541,1.30933331998376,0.00707747740531763
671,in a,1,0.00520833333333333,1.30933331998376,0.00681944437491543
